order_id,customer_id,date,crop_id,kg,sgd_total
O01001,C0154,2026-01-28,kai_lan,1.2,8.08
O01002,C0155,2026-04-17,kai_lan,0.73,6.32
O01003,C0155,2026-04-03,kai_lan,2.68,22.29
O01004,C0155,2026-02-15,kai_lan,3.69,29.29
O01005,C0155,2026-01-09,kai_lan,1.72,14.84
O01006,C0155,2026-03-09,kai_lan,4.35,36.62
O01007,C0155,2026-02-02,kai_lan,1.09,9.07
O01008,C0155,2026-02-20,kai_lan,2.34,18.12
O01009,C0156,2025-10-25,kai_lan,2.09,19.19
O01010,C0156,2026-03-16,spinach,2.82,21.57
O01011,C0156,2025-05-21,kai_lan,2.48,20.72
O01012,C0156,2025-09-01,kai_lan,2.56,20.77
O01013,C0156,2026-02-22,kai_lan,1.03,8.03
O01014,C0156,2025-02-27,chye_sim,2.06,14.38
O01015,C0156,2025-09-21,arugula,2.05,19.18
O01016,C0156,2026-01-15,kai_lan,4.46,42.14
O01017,C0156,2025-04-25,kai_lan,2.96,23.16
O01018,C0156,2025-10-02,chye_sim,3.83,26.41
O01019,C0156,2026-02-19,kai_lan,3.54,31.29
O01020,C0156,2026-01-20,kai_lan,2.29,18.2
O01021,C0156,2025-10-23,kai_lan,4.12,35.92
O01022,C0156,2026-02-02,kai_lan,3.43,26.52
O01023,C0156,2025-12-27,kai_lan,3.5,27.84
O01024,C0156,2025-12-26,kai_lan,3.41,26.51
O01025,C0156,2025-04-21,lettuce,4.61,28.64
O01026,C0156,2025-12-18,kai_lan,4.58,42.16
O01027,C0156,2025-05-16,spinach,1.72,14.43
O01028,C0156,2026-01-24,lettuce,3.75,25.33
O01029,C0156,2026-02-28,kai_lan,2.99,27.08
O01030,C0156,2026-04-13,kai_lan,3.82,35.6
O01031,C0156,2025-09-12,kai_lan,0.33,2.57
O01032,C0156,2025-10-30,kai_lan,0.63,5.56
O01033,C0156,2025-11-16,kai_lan,1.66,13.75
O01034,C0157,2026-02-03,spinach,0.93,5.38
O01035,C0157,2026-02-20,spinach,4.13,22.13
O01036,C0157,2025-12-25,chye_sim,1.2,7.38
O01037,C0157,2026-04-08,spinach,3.25,19.39
O01038,C0158,2025-07-16,spinach,0.7,3.71
O01039,C0158,2025-05-24,spinach,3.05,17.61
O01040,C0158,2026-04-01,kai_lan,1.55,11.18
O01041,C0158,2026-03-28,spinach,4.94,25.89
O01042,C0158,2026-01-14,spinach,2.74,17.68
O01043,C0158,2025-09-05,lettuce,1.88,9.08
O01044,C0159,2026-03-12,arugula,4.14,32.96
O01045,C0159,2026-03-08,spinach,3.17,20.49
O01046,C0159,2025-12-12,kai_lan,4.39,27.87
O01047,C0160,2025-12-21,kai_lan,4.38,26.99
O01048,C0160,2026-03-17,spinach,2.42,14.69
O01049,C0161,2026-04-10,lettuce,1.18,6.47
O01050,C0161,2026-01-01,lettuce,1.99,8.7
O01051,C0161,2026-01-03,lettuce,1.4,6.82
O01052,C0162,2026-01-30,spinach,4.71,39.31
O01053,C0162,2025-11-21,arugula,4.55,45.03
O01054,C0162,2025-08-20,spinach,3.65,29.93
O01055,C0162,2026-01-09,chye_sim,0.45,3.21
O01056,C0162,2025-05-06,spinach,3.46,26.42
O01057,C0162,2025-11-17,spinach,2.4,16.41
O01058,C0162,2026-02-25,spinach,1.44,10.03
O01059,C0162,2026-02-23,spinach,0.8,6.71
O01060,C0162,2025-04-06,spinach,4.67,38.58
O01061,C0162,2025-08-13,spinach,1.51,11.33
O01062,C0162,2026-03-01,spinach,0.94,7.13
O01063,C0162,2026-03-29,spinach,4.04,29.23
O01064,C0162,2025-07-15,chye_sim,3.12,23.1
O01065,C0162,2025-10-02,chye_sim,3.71,27.49
O01066,C0162,2026-01-04,spinach,1.4,9.92
O01067,C0162,2025-08-18,spinach,0.72,5.73
O01068,C0162,2025-06-27,kai_lan,2.03,18.59
O01069,C0162,2025-10-03,spinach,0.31,2.08
O01070,C0162,2025-12-22,spinach,2.12,15.72
O01071,C0163,2025-08-26,arugula,0.89,6.69
O01072,C0163,2025-12-20,lettuce,2.16,10.67
O01073,C0163,2025-10-14,lettuce,4.14,19.28
O01074,C0163,2025-06-13,lettuce,2.44,12.26
O01075,C0163,2025-05-06,chye_sim,4.19,20.47
O01076,C0163,2025-08-03,lettuce,4.95,22.08
O01077,C0163,2026-02-17,lettuce,3.27,14.91
O01078,C0163,2025-07-20,spinach,4.91,27.35
O01079,C0163,2026-02-22,lettuce,3.74,19.71
O01080,C0164,2026-04-03,kai_lan,4.37,26.2
O01081,C0164,2025-11-27,spinach,4.13,26.33
O01082,C0164,2025-06-12,lettuce,1.89,9.64
O01083,C0164,2025-09-17,spinach,2.78,15.29
O01084,C0164,2026-03-14,chye_sim,2.88,14.29
O01085,C0164,2025-09-04,lettuce,4.08,21.69
O01086,C0165,2025-08-25,kai_lan,1.07,8.25
O01087,C0165,2026-03-14,kai_lan,4.52,35.51
O01088,C0165,2026-04-10,kai_lan,3.36,27.46
O01089,C0165,2026-01-11,kai_lan,3.99,36.63
O01090,C0165,2025-10-01,spinach,4.26,35.37
O01091,C0165,2025-05-11,kai_lan,2.53,23.64
O01092,C0165,2025-05-22,lettuce,3.09,21.89
O01093,C0165,2026-02-07,spinach,0.86,6.31
O01094,C0165,2025-08-24,kai_lan,4.79,41.93
O01095,C0165,2025-10-01,arugula,3.45,29.13
O01096,C0165,2025-11-15,lettuce,1.59,10.52
O01097,C0165,2025-09-27,kai_lan,0.85,6.52
O01098,C0165,2026-02-14,kai_lan,2.7,20.17
O01099,C0165,2026-01-10,lettuce,3.56,20.47
O01100,C0165,2026-01-20,kai_lan,2.58,22.52
O01101,C0166,2025-11-04,kai_lan,0.77,5.81
O01102,C0166,2026-04-09,lettuce,2.21,14.72
O01103,C0166,2025-11-28,kai_lan,2.82,25.62
O01104,C0166,2025-12-23,kai_lan,4.23,36.12
O01105,C0166,2026-03-17,kai_lan,3.84,36.07
O01106,C0166,2026-04-06,kai_lan,4.35,38.49
O01107,C0166,2025-08-21,kai_lan,4.06,31.22
O01108,C0166,2025-09-21,kai_lan,3.37,25.64
O01109,C0166,2025-10-24,kai_lan,4.91,41.51
O01110,C0166,2025-11-21,kai_lan,4.89,42.91
O01111,C0167,2026-02-02,kai_lan,4.75,33.84
O01112,C0167,2026-02-01,kai_lan,2.39,15.83
O01113,C0168,2025-08-30,spinach,4.93,35.88
O01114,C0168,2025-12-23,spinach,3.53,27.68
O01115,C0168,2025-04-14,spinach,1.18,8.5
O01116,C0168,2025-07-11,lettuce,1.32,8.1
O01117,C0168,2025-05-27,spinach,2.88,20.5
O01118,C0168,2026-02-18,spinach,0.69,4.9
O01119,C0168,2025-10-26,kai_lan,1.26,10.96
O01120,C0168,2025-08-07,chye_sim,1.21,8.35
O01121,C0168,2026-02-22,spinach,2.7,18.74
O01122,C0168,2025-06-09,spinach,4.0,29.3
O01123,C0168,2026-01-26,spinach,1.57,11.92
O01124,C0168,2026-03-08,spinach,0.61,4.75
O01125,C0168,2025-09-24,chye_sim,0.99,7.57
O01126,C0168,2025-08-10,spinach,2.07,17.39
O01127,C0168,2025-10-02,chye_sim,0.88,6.34
O01128,C0168,2025-08-26,spinach,4.09,27.86
O01129,C0168,2025-09-17,arugula,2.89,27.77
O01130,C0169,2026-02-26,spinach,3.83,20.53
O01131,C0169,2026-04-08,arugula,2.8,20.61
O01132,C0170,2025-12-20,chye_sim,7.59,43.62
O01133,C0170,2026-02-18,chye_sim,6.26,33.45
O01134,C0170,2026-02-24,chye_sim,14.18,80.62
O01135,C0170,2025-11-22,spinach,11.09,67.5
O01136,C0171,2026-02-12,chye_sim,10.02,52.16
O01137,C0171,2026-02-10,kai_lan,12.18,87.26
O01138,C0172,2026-02-04,lettuce,5.87,27.42
O01139,C0172,2026-02-06,lettuce,5.77,26.49
O01140,C0173,2026-02-07,spinach,0.7,3.84
O01141,C0173,2026-03-21,kai_lan,4.76,32.24
O01142,C0174,2025-05-31,kai_lan,10.15,73.86
O01143,C0174,2025-12-20,kai_lan,9.05,60.5
O01144,C0174,2026-04-08,kai_lan,9.25,60.62
O01145,C0174,2025-09-15,kai_lan,12.39,89.25
O01146,C0174,2025-12-18,kai_lan,5.42,34.82
O01147,C0174,2025-06-17,kai_lan,13.82,90.33
O01148,C0174,2025-07-16,kai_lan,8.67,51.4
O01149,C0174,2025-09-19,spinach,8.79,49.44
O01150,C0175,2026-03-01,spinach,10.39,64.12
O01151,C0175,2026-02-01,chye_sim,9.83,51.02
O01152,C0176,2026-04-04,spinach,2.15,13.74
O01153,C0176,2026-04-16,lettuce,4.18,18.2
O01154,C0177,2026-03-27,arugula,0.33,2.34
O01155,C0177,2025-12-20,arugula,0.32,2.55
O01156,C0177,2025-10-24,arugula,0.34,2.42
O01157,C0177,2025-10-30,arugula,2.72,17.94
O01158,C0177,2025-09-22,kai_lan,3.92,23.93
O01159,C0177,2026-03-18,arugula,1.71,12.08
O01160,C0178,2026-02-24,kai_lan,2.36,16.6
O01161,C0178,2026-01-07,spinach,3.81,19.48
O01162,C0179,2025-07-02,spinach,1.64,8.67
O01163,C0179,2025-10-24,arugula,1.05,7.04
O01164,C0179,2025-11-23,arugula,0.86,6.16
O01165,C0179,2025-12-01,chye_sim,1.83,10.69
O01166,C0179,2025-10-13,spinach,4.64,29.13
O01167,C0179,2025-10-08,spinach,4.8,29.8
O01168,C0179,2025-05-26,spinach,2.65,16.36
O01169,C0179,2025-07-22,spinach,4.2,23.95
O01170,C0180,2025-05-26,kai_lan,1.66,10.76
O01171,C0180,2025-12-27,kai_lan,1.02,6.63
O01172,C0180,2025-09-26,kai_lan,0.84,5.15
O01173,C0180,2025-09-25,kai_lan,2.32,14.97
O01174,C0180,2025-07-13,lettuce,1.15,6.31
O01175,C0181,2026-04-09,arugula,1.38,9.05
O01176,C0181,2025-06-10,arugula,1.2,7.93
O01177,C0181,2025-05-31,arugula,0.73,4.67
O01178,C0182,2026-01-01,arugula,3.28,22.07
O01179,C0182,2025-11-14,arugula,0.59,4.16
O01180,C0182,2025-09-02,arugula,1.57,10.68
O01181,C0182,2025-11-17,spinach,4.51,24.14
O01182,C0183,2026-02-19,chye_sim,1.81,9.45
O01183,C0183,2026-03-05,kai_lan,1.17,8.41
O01184,C0184,2025-12-13,spinach,0.76,5.03
O01185,C0184,2026-02-07,kai_lan,1.99,18.11
O01186,C0184,2026-03-28,lettuce,2.05,13.51
O01187,C0184,2025-11-11,spinach,0.71,4.85
O01188,C0184,2026-02-27,kai_lan,3.06,28.39
O01189,C0184,2026-03-05,kai_lan,2.4,18.29
O01190,C0184,2026-02-05,spinach,1.72,12.87
O01191,C0184,2026-04-01,spinach,3.69,24.76
O01192,C0184,2025-11-07,spinach,3.64,30.06
O01193,C0185,2025-12-04,arugula,2.41,18.24
O01194,C0185,2025-10-02,spinach,2.27,14.52
O01195,C0185,2025-11-05,kai_lan,1.59,11.48
O01196,C0185,2025-07-19,spinach,2.96,18.39
O01197,C0185,2026-02-11,spinach,4.13,23.92
O01198,C0185,2025-11-20,arugula,1.08,8.23
O01199,C0185,2025-09-05,spinach,2.13,12.7
O01200,C0186,2026-01-04,lettuce,2.99,14.96
O01201,C0186,2025-11-20,chye_sim,2.44,14.09
O01202,C0186,2026-04-01,lettuce,4.31,20.07
O01203,C0187,2026-03-09,chye_sim,7.24,40.14
O01204,C0187,2026-01-01,chye_sim,6.48,38.93
O01205,C0187,2025-11-22,chye_sim,12.91,73.41
O01206,C0188,2026-01-10,kai_lan,0.31,2.5
O01207,C0188,2026-02-20,kai_lan,4.75,43.82
O01208,C0188,2026-01-24,spinach,3.17,22.92
O01209,C0188,2025-12-02,kai_lan,0.35,2.85
O01210,C0188,2026-01-28,kai_lan,4.87,41.49
O01211,C0189,2026-03-27,lettuce,3.7,18.93
O01212,C0189,2026-01-21,lettuce,3.24,16.29
O01213,C0190,2026-03-11,kai_lan,1.56,10.36
O01214,C0190,2026-02-27,kai_lan,1.39,9.52
O01215,C0191,2025-10-26,kai_lan,1.15,6.93
O01216,C0191,2025-11-03,chye_sim,2.61,15.12
O01217,C0192,2025-09-13,spinach,1.07,5.7
O01218,C0192,2025-11-09,spinach,1.18,6.27
O01219,C0192,2025-11-26,spinach,4.57,29.52
O01220,C0192,2025-06-12,kai_lan,3.83,21.96
O01221,C0192,2025-06-12,spinach,0.4,2.49
O01222,C0192,2026-03-17,kai_lan,3.92,24.06
O01223,C0193,2026-02-23,kai_lan,4.84,34.93
O01224,C0193,2025-06-15,kai_lan,4.15,29.23
O01225,C0193,2025-06-04,kai_lan,2.56,16.88
O01226,C0193,2025-12-05,spinach,2.55,13.89
O01227,C0194,2025-11-04,spinach,0.88,5.49
O01228,C0194,2025-08-12,spinach,0.78,4.96
O01229,C0194,2026-01-19,spinach,4.59,23.57
O01230,C0194,2026-01-25,spinach,1.96,10.79
O01231,C0194,2026-01-03,spinach,3.66,23.27
O01232,C0194,2026-02-27,spinach,0.82,4.29
O01233,C0195,2026-01-18,kai_lan,1.87,11.74
O01234,C0195,2025-11-09,lettuce,1.14,5.61
O01235,C0195,2026-03-21,kai_lan,2.3,16.35
O01236,C0196,2025-09-23,spinach,1.65,10.43
O01237,C0196,2025-09-07,lettuce,4.68,24.67
O01238,C0197,2025-05-01,arugula,4.9,37.61
O01239,C0197,2025-06-06,lettuce,2.14,11.02
O01240,C0198,2025-10-23,kai_lan,2.31,15.83
O01241,C0198,2025-05-06,spinach,4.98,26.65
O01242,C0198,2025-09-06,spinach,2.62,15.14
O01243,C0198,2025-09-20,spinach,3.29,17.44
O01244,C0198,2026-01-21,spinach,2.88,16.87
O01245,C0198,2025-10-31,spinach,4.16,23.46
O01246,C0198,2025-12-15,lettuce,3.95,20.8
O01247,C0199,2025-12-10,chye_sim,0.31,1.93
O01248,C0199,2025-11-22,chye_sim,2.53,12.68
O01249,C0199,2025-12-16,chye_sim,1.94,11.57
O01250,C0200,2026-04-16,kai_lan,9.6,67.45
O01251,C0200,2025-11-30,arugula,7.42,57.67
O01252,C0200,2025-03-21,kai_lan,11.96,71.07
O01253,C0200,2026-03-03,kai_lan,14.65,92.29
O01254,C0201,2025-05-16,kai_lan,0.65,4.54
O01255,C0201,2025-06-11,kai_lan,2.02,11.78
O01256,C0201,2025-05-01,kai_lan,4.21,26.79
O01257,C0201,2025-06-24,kai_lan,0.96,6.27
O01258,C0201,2025-08-23,kai_lan,3.7,23.7
O01259,C0201,2026-02-16,kai_lan,1.65,9.83
O01260,C0202,2025-05-08,spinach,1.12,5.94
O01261,C0202,2025-11-10,chye_sim,4.42,24.61
O01262,C0203,2026-03-14,spinach,3.63,20.69
O01263,C0203,2025-11-28,spinach,0.73,4.12
O01264,C0204,2026-03-23,lettuce,3.21,14.67
O01265,C0204,2026-01-10,arugula,3.14,20.34
O01266,C0205,2025-11-17,kai_lan,11.53,73.22
O01267,C0205,2025-10-03,kai_lan,13.03,87.7
O01268,C0205,2025-06-30,kai_lan,6.04,37.99
O01269,C0205,2025-09-10,kai_lan,7.82,51.35
O01270,C0206,2026-02-13,arugula,3.86,34.44
O01271,C0206,2026-03-28,arugula,4.67,40.96
O01272,C0206,2026-01-27,lettuce,2.95,20.1
O01273,C0206,2026-01-22,arugula,0.74,6.59
O01274,C0206,2026-03-03,arugula,2.65,23.71
O01275,C0206,2026-03-08,arugula,3.6,30.46
O01276,C0207,2026-04-06,kai_lan,4.1,24.38
O01277,C0207,2026-01-17,lettuce,4.38,19.09
O01278,C0207,2025-09-30,lettuce,2.48,13.26
O01279,C0207,2025-09-12,spinach,1.31,7.95
O01280,C0207,2025-09-25,kai_lan,4.83,31.51
O01281,C0208,2026-01-28,spinach,4.67,26.07
O01282,C0208,2025-05-29,spinach,1.99,12.55
O01283,C0209,2025-08-30,chye_sim,2.12,10.85
O01284,C0209,2026-01-23,kai_lan,4.8,31.72
O01285,C0210,2025-09-08,kai_lan,4.39,37.52
O01286,C0210,2025-09-03,arugula,2.44,21.01
O01287,C0210,2025-12-19,arugula,1.62,14.63
O01288,C0210,2025-09-04,arugula,3.64,33.75
O01289,C0210,2026-03-20,chye_sim,2.38,18.73
O01290,C0210,2025-09-22,lettuce,2.01,12.14
O01291,C0210,2026-02-15,arugula,0.91,8.21
O01292,C0210,2025-12-28,arugula,3.51,32.87
O01293,C0210,2025-12-02,arugula,0.5,5.22
O01294,C0210,2025-08-19,spinach,4.16,27.66
O01295,C0210,2025-09-12,arugula,1.04,9.53
O01296,C0210,2025-08-27,arugula,4.41,42.94
O01297,C0210,2026-01-15,arugula,3.32,34.06
O01298,C0210,2026-03-16,arugula,1.15,9.73
O01299,C0210,2026-02-09,kai_lan,1.84,14.91
O01300,C0211,2026-01-25,lettuce,3.78,16.83
O01301,C0211,2026-01-09,lettuce,1.03,5.02
O01302,C0211,2026-04-14,lettuce,2.97,16.26
O01303,C0211,2025-12-02,lettuce,4.1,21.49
O01304,C0211,2026-01-19,lettuce,1.29,5.61
O01305,C0212,2026-02-06,spinach,1.48,7.94
O01306,C0212,2025-05-04,spinach,2.2,12.16
O01307,C0212,2026-02-20,spinach,2.27,12.28
O01308,C0212,2025-07-03,spinach,0.55,3.51
O01309,C0212,2025-09-28,spinach,3.84,20.48
O01310,C0212,2025-08-18,lettuce,2.82,14.74
O01311,C0212,2026-02-12,spinach,4.59,27.07
O01312,C0212,2025-02-26,spinach,4.5,24.22
O01313,C0212,2026-02-26,spinach,3.2,17.76
O01314,C0213,2026-04-07,chye_sim,0.37,2.21
O01315,C0213,2025-06-06,lettuce,1.79,9.37
O01316,C0214,2025-11-16,spinach,3.69,23.94
O01317,C0214,2025-06-25,spinach,3.3,19.52
O01318,C0215,2026-03-01,kai_lan,3.57,24.76
O01319,C0215,2026-03-26,kai_lan,1.94,13.95
O01320,C0216,2026-02-11,spinach,2.01,11.1
O01321,C0216,2025-09-26,arugula,4.38,33.03
O01322,C0216,2026-03-20,spinach,1.95,12.22
O01323,C0216,2025-11-26,arugula,3.9,25.45
O01324,C0216,2025-07-21,arugula,2.05,14.97
O01325,C0216,2025-07-14,arugula,2.09,16.32
O01326,C0216,2026-04-09,arugula,3.28,24.76
O01327,C0216,2025-06-11,chye_sim,0.79,4.49
O01328,C0217,2025-12-18,spinach,3.82,22.84
O01329,C0217,2026-02-24,spinach,2.39,14.12
O01330,C0218,2026-03-30,kai_lan,9.21,55.86
O01331,C0218,2026-03-17,kai_lan,6.15,43.36
O01332,C0219,2026-03-02,arugula,9.13,70.79
O01333,C0219,2026-04-17,spinach,14.4,89.15
O01334,C0220,2025-11-13,kai_lan,11.59,71.83
O01335,C0220,2026-01-19,kai_lan,5.04,35.99
O01336,C0220,2025-07-07,kai_lan,6.53,41.19
O01337,C0220,2026-03-13,lettuce,8.35,45.43
O01338,C0220,2026-01-27,kai_lan,14.73,88.71
O01339,C0220,2026-01-08,chye_sim,10.78,54.0
O01340,C0221,2025-11-07,kai_lan,4.55,38.6
O01341,C0221,2025-12-01,spinach,3.64,24.96
O01342,C0221,2025-06-21,spinach,3.99,32.53
O01343,C0221,2026-03-09,chye_sim,1.05,7.17
O01344,C0221,2025-06-08,spinach,2.36,18.31
O01345,C0221,2026-02-19,spinach,3.21,24.42
O01346,C0221,2025-06-01,spinach,0.42,3.34
O01347,C0221,2025-12-10,spinach,3.95,27.58
O01348,C0221,2026-03-22,spinach,2.82,19.94
O01349,C0221,2025-11-01,lettuce,1.59,11.2
O01350,C0221,2026-03-09,spinach,4.93,40.43
O01351,C0221,2025-06-17,spinach,3.1,21.17
O01352,C0221,2025-09-13,spinach,1.15,7.78
O01353,C0221,2025-10-24,kai_lan,0.77,7.0
O01354,C0221,2025-11-19,spinach,4.81,32.57
O01355,C0221,2026-04-08,spinach,4.48,34.87
O01356,C0221,2025-12-08,kai_lan,0.35,2.71
O01357,C0221,2026-02-06,spinach,4.32,29.56
O01358,C0221,2025-10-14,lettuce,3.19,20.52
O01359,C0221,2025-07-12,spinach,1.5,10.26
O01360,C0221,2026-02-26,spinach,0.41,3.09
O01361,C0221,2025-07-09,spinach,2.01,16.65
O01362,C0221,2025-05-07,spinach,1.33,10.6
O01363,C0221,2025-06-25,spinach,2.56,21.43
O01364,C0221,2025-10-17,lettuce,2.5,17.07
O01365,C0221,2025-12-01,spinach,2.18,15.22
O01366,C0221,2025-07-19,spinach,4.28,33.93
O01367,C0221,2025-11-09,spinach,4.03,31.01
O01368,C0222,2026-03-29,kai_lan,3.69,30.71
O01369,C0222,2026-02-13,kai_lan,3.81,34.65
O01370,C0222,2026-03-07,kai_lan,2.1,16.47
O01371,C0222,2026-02-01,kai_lan,3.27,24.77
O01372,C0222,2026-01-08,arugula,1.49,13.64
O01373,C0222,2026-03-05,lettuce,4.84,29.71
O01374,C0222,2025-12-21,kai_lan,4.1,34.08
O01375,C0222,2026-01-10,kai_lan,0.64,5.62
O01376,C0223,2025-10-26,kai_lan,8.19,46.96
O01377,C0223,2025-12-12,chye_sim,10.67,56.2
O01378,C0223,2025-11-17,chye_sim,8.86,49.9
O01379,C0224,2025-10-10,spinach,1.61,12.43
O01380,C0224,2025-07-29,spinach,3.34,26.26
O01381,C0224,2026-01-29,spinach,1.8,12.62
O01382,C0224,2026-02-28,spinach,4.95,36.65
O01383,C0224,2025-08-23,spinach,3.13,24.09
O01384,C0224,2025-10-20,spinach,1.64,12.79
O01385,C0224,2026-04-11,arugula,1.64,16.57
O01386,C0224,2026-01-13,spinach,2.81,21.31
O01387,C0224,2025-12-10,spinach,0.63,4.26
O01388,C0224,2026-01-19,spinach,3.84,28.28
O01389,C0224,2026-04-01,lettuce,0.52,3.16
O01390,C0224,2026-02-08,spinach,3.31,27.44
O01391,C0224,2025-12-29,kai_lan,1.35,12.32
O01392,C0224,2025-08-31,spinach,1.82,14.32
O01393,C0224,2026-01-30,spinach,0.71,5.67
O01394,C0224,2025-12-26,lettuce,0.32,2.15
O01395,C0224,2025-07-17,spinach,3.99,27.27
O01396,C0224,2025-11-23,spinach,1.85,14.31
O01397,C0224,2026-01-01,spinach,1.1,7.58
O01398,C0224,2026-02-11,spinach,1.8,12.43
O01399,C0225,2025-12-19,lettuce,3.44,16.95
O01400,C0225,2025-09-22,lettuce,3.41,18.61
O01401,C0225,2025-11-02,lettuce,0.73,3.81
O01402,C0226,2025-05-04,kai_lan,4.23,33.51
O01403,C0226,2026-02-17,kai_lan,0.67,6.27
O01404,C0226,2025-04-22,kai_lan,3.45,28.94
O01405,C0226,2025-10-06,kai_lan,0.79,6.22
O01406,C0226,2026-01-19,lettuce,1.77,12.5
O01407,C0226,2026-03-20,kai_lan,1.02,8.66
O01408,C0226,2025-05-28,kai_lan,2.01,18.91
O01409,C0226,2026-02-03,kai_lan,3.97,31.0
O01410,C0226,2025-08-12,kai_lan,3.53,33.02
O01411,C0226,2026-01-12,kai_lan,0.99,9.14
O01412,C0226,2026-04-08,kai_lan,0.38,3.16
O01413,C0226,2025-08-06,kai_lan,3.41,28.49
O01414,C0226,2025-08-05,kai_lan,2.89,23.54
O01415,C0226,2025-07-09,kai_lan,2.66,22.52
O01416,C0226,2025-04-19,kai_lan,2.04,15.36
O01417,C0226,2025-10-04,spinach,1.68,12.38
O01418,C0226,2026-01-21,kai_lan,3.16,26.78
O01419,C0226,2025-05-17,kai_lan,3.34,31.31
O01420,C0226,2025-07-13,kai_lan,4.51,38.77
O01421,C0226,2025-07-23,kai_lan,0.77,6.12
O01422,C0226,2026-02-03,kai_lan,2.2,18.12
O01423,C0226,2025-07-13,arugula,1.56,13.58
O01424,C0226,2025-07-05,kai_lan,1.65,14.3
O01425,C0226,2026-04-02,kai_lan,1.17,10.85
O01426,C0226,2026-02-04,kai_lan,1.74,16.09
O01427,C0226,2025-07-23,kai_lan,3.5,27.23
O01428,C0227,2026-01-13,lettuce,5.13,24.97
O01429,C0227,2025-12-13,lettuce,14.74,78.85
O01430,C0227,2025-11-01,lettuce,13.53,67.8
O01431,C0227,2026-01-18,lettuce,9.88,45.49
O01432,C0228,2026-01-22,lettuce,14.9,78.91
O01433,C0228,2026-03-25,chye_sim,12.55,73.58
O01434,C0229,2026-02-24,spinach,2.61,18.95
O01435,C0229,2026-03-27,spinach,2.59,18.87
O01436,C0229,2026-01-18,spinach,1.87,14.15
O01437,C0229,2026-04-11,arugula,3.1,26.32
O01438,C0229,2026-04-14,spinach,3.31,22.83
O01439,C0230,2026-03-27,kai_lan,4.97,31.21
O01440,C0230,2025-08-27,kai_lan,3.78,27.38
O01441,C0231,2025-11-10,kai_lan,4.79,41.8
O01442,C0231,2025-11-28,chye_sim,4.53,31.97
O01443,C0231,2026-01-31,arugula,4.58,41.3
O01444,C0231,2025-12-12,arugula,2.26,23.67
O01445,C0231,2025-12-07,arugula,3.02,29.67
O01446,C0231,2026-02-22,arugula,4.04,38.4
O01447,C0231,2026-04-09,spinach,4.86,36.61
O01448,C0231,2026-03-13,arugula,3.5,32.95
O01449,C0231,2025-12-02,arugula,3.42,30.52
O01450,C0231,2025-12-01,arugula,1.69,15.6
O01451,C0231,2025-11-13,arugula,3.09,25.8
O01452,C0232,2025-10-20,lettuce,3.4,14.68
O01453,C0232,2025-12-22,lettuce,4.43,23.19
O01454,C0233,2026-04-04,arugula,0.7,4.79
O01455,C0233,2025-09-29,arugula,4.62,31.57
O01456,C0233,2025-07-07,arugula,1.97,15.22
O01457,C0233,2026-01-04,arugula,4.84,31.52
O01458,C0233,2025-11-01,lettuce,1.11,5.38
O01459,C0233,2025-12-03,kai_lan,3.91,23.88
O01460,C0233,2026-01-20,arugula,1.71,11.12
O01461,C0233,2026-04-07,spinach,1.16,7.2
O01462,C0233,2026-01-30,arugula,2.77,20.91
O01463,C0233,2026-03-05,chye_sim,2.5,13.52
O01464,C0233,2026-01-22,spinach,4.59,23.59
O01465,C0234,2025-09-24,arugula,0.96,7.59
O01466,C0234,2026-03-30,arugula,2.71,17.75
O01467,C0234,2025-11-26,arugula,0.55,4.3
O01468,C0234,2025-04-26,arugula,0.33,2.54
O01469,C0235,2026-02-11,kai_lan,1.57,11.39
O01470,C0235,2025-08-14,arugula,0.76,5.18
O01471,C0235,2026-02-22,arugula,4.36,28.55
O01472,C0235,2026-04-16,arugula,3.78,24.26
O01473,C0235,2025-10-03,arugula,2.94,23.55
O01474,C0235,2025-08-29,arugula,3.48,27.14
O01475,C0236,2026-03-28,spinach,4.95,25.3
O01476,C0236,2026-02-20,spinach,1.24,6.46
O01477,C0236,2025-11-27,spinach,0.87,4.55
O01478,C0236,2025-12-10,spinach,0.42,2.42
O01479,C0237,2025-09-03,spinach,2.57,13.79
O01480,C0237,2025-10-19,lettuce,4.16,21.28
O01481,C0238,2026-03-03,spinach,0.99,5.07
O01482,C0238,2025-07-03,lettuce,1.1,5.72
O01483,C0238,2026-01-26,spinach,2.56,14.09
O01484,C0238,2025-06-12,lettuce,3.44,16.41
O01485,C0238,2026-04-14,spinach,4.12,21.9
O01486,C0238,2025-09-14,spinach,2.95,15.11
O01487,C0238,2025-09-24,spinach,3.36,20.21
O01488,C0238,2025-12-05,spinach,4.56,29.41
O01489,C0238,2025-12-17,spinach,0.34,1.83
O01490,C0238,2026-01-03,lettuce,1.94,9.97
O01491,C0238,2025-11-07,spinach,1.12,5.95
O01492,C0238,2026-03-23,spinach,3.66,22.7
O01493,C0238,2025-09-11,lettuce,4.64,20.38
O01494,C0238,2026-03-18,spinach,4.82,28.69
O01495,C0239,2026-03-01,lettuce,3.4,15.68
O01496,C0239,2026-03-17,spinach,4.79,26.77
O01497,C0240,2025-12-14,arugula,0.44,3.34
O01498,C0240,2025-09-17,arugula,0.8,6.35
O01499,C0240,2026-01-20,arugula,1.39,10.65
O01500,C0241,2025-07-22,kai_lan,4.44,30.44
