date,crop_id,kg_shipped,price_sgd_per_kg
2026-02-14,coriander,11.8,11.74
2026-02-14,mint,12.2,15.67
2026-02-15,kai_lan,32.7,4.95
2026-02-15,baby_spinach,19.7,4.4
2026-02-15,lettuce_mambo,55.9,4.26
2026-02-15,chye_sim,35.3,3.77
2026-02-15,arugula,10.3,8.6
2026-02-15,pak_choi,56.5,3.36
2026-02-15,kale,13.2,9.6
2026-02-15,basil_thai,13.3,13.32
2026-02-15,coriander,15.9,12.36
2026-02-15,mint,9.5,15.05
2026-02-16,kai_lan,44.7,3.37
2026-02-16,baby_spinach,26.0,6.8
2026-02-16,lettuce_mambo,52.1,3.52
2026-02-16,chye_sim,22.9,4.88
2026-02-16,arugula,13.7,8.62
2026-02-16,pak_choi,66.3,3.7
2026-02-16,kale,17.3,9.35
2026-02-16,basil_thai,9.5,18.69
2026-02-16,coriander,15.6,11.49
2026-02-16,mint,8.7,12.79
2026-02-17,kai_lan,76.5,4.04
2026-02-17,baby_spinach,35.0,6.96
2026-02-17,lettuce_mambo,59.4,3.84
2026-02-17,chye_sim,39.0,3.97
2026-02-17,arugula,11.3,7.64
2026-02-17,pak_choi,71.8,3.46
2026-02-17,kale,16.4,9.04
2026-02-17,basil_thai,13.0,15.95
2026-02-17,coriander,16.1,11.72
2026-02-17,mint,9.2,13.23
2026-02-18,kai_lan,50.2,5.18
2026-02-18,baby_spinach,38.0,5.12
2026-02-18,lettuce_mambo,53.0,3.84
2026-02-18,chye_sim,52.2,3.04
2026-02-18,arugula,13.1,6.9
2026-02-18,pak_choi,59.4,3.37
2026-02-18,kale,17.6,9.02
2026-02-18,basil_thai,10.7,14.25
2026-02-18,coriander,11.1,12.86
2026-02-18,mint,9.6,15.01
2026-02-19,kai_lan,31.5,4.71
2026-02-19,baby_spinach,35.7,5.07
2026-02-19,lettuce_mambo,56.3,3.75
2026-02-19,chye_sim,52.2,4.96
2026-02-19,arugula,8.9,10.0
2026-02-19,pak_choi,56.1,3.84
2026-02-19,kale,21.3,8.6
2026-02-19,basil_thai,11.4,14.85
2026-02-19,coriander,15.8,12.25
2026-02-19,mint,10.1,14.09
2026-02-20,kai_lan,47.8,5.27
2026-02-20,baby_spinach,33.7,6.66
2026-02-20,lettuce_mambo,50.2,3.38
2026-02-20,chye_sim,31.3,3.69
2026-02-20,arugula,13.3,8.78
2026-02-20,pak_choi,58.0,4.0
2026-02-20,kale,21.7,9.72
2026-02-20,basil_thai,8.3,17.21
2026-02-20,coriander,13.6,12.14
2026-02-20,mint,7.3,12.93
2026-02-21,kai_lan,21.5,4.94
2026-02-21,baby_spinach,19.8,8.75
2026-02-21,lettuce_mambo,43.8,3.3
2026-02-21,chye_sim,30.2,4.76
2026-02-21,arugula,10.6,8.46
2026-02-21,pak_choi,42.3,3.26
2026-02-21,kale,14.6,7.79
2026-02-21,basil_thai,11.1,11.86
2026-02-21,coriander,10.7,11.41
2026-02-21,mint,6.9,14.48
2026-02-22,kai_lan,45.9,5.13
2026-02-22,baby_spinach,31.6,7.03
2026-02-22,lettuce_mambo,50.2,3.92
2026-02-22,chye_sim,30.5,4.07
2026-02-22,arugula,9.8,7.73
2026-02-22,pak_choi,48.9,3.65
2026-02-22,kale,17.7,8.9
2026-02-22,basil_thai,9.7,13.31
2026-02-22,coriander,16.6,12.09
2026-02-22,mint,6.9,14.97
2026-02-23,kai_lan,43.6,3.52
2026-02-23,baby_spinach,37.7,5.52
2026-02-23,lettuce_mambo,52.8,3.82
2026-02-23,chye_sim,45.8,4.01
2026-02-23,arugula,9.6,8.44
2026-02-23,pak_choi,57.4,4.16
2026-02-23,kale,18.0,7.49
2026-02-23,basil_thai,10.9,17.72
2026-02-23,coriander,18.0,14.01
2026-02-23,mint,6.4,15.09
2026-02-24,kai_lan,43.4,4.66
2026-02-24,baby_spinach,21.6,5.42
2026-02-24,lettuce_mambo,53.5,4.16
2026-02-24,chye_sim,44.5,4.14
2026-02-24,arugula,9.8,7.75
2026-02-24,pak_choi,58.1,3.8
2026-02-24,kale,22.2,10.45
2026-02-24,basil_thai,9.1,11.16
2026-02-24,coriander,10.2,13.56
2026-02-24,mint,7.7,13.1
2026-02-25,kai_lan,73.3,5.39
2026-02-25,baby_spinach,31.6,5.74
2026-02-25,lettuce_mambo,57.0,3.89
2026-02-25,chye_sim,50.6,4.21
2026-02-25,arugula,14.0,8.94
2026-02-25,pak_choi,56.0,3.76
2026-02-25,kale,18.0,7.24
2026-02-25,basil_thai,6.3,13.57
2026-02-25,coriander,16.0,12.13
2026-02-25,mint,8.7,16.34
2026-02-26,kai_lan,32.7,4.48
2026-02-26,baby_spinach,32.9,5.34
2026-02-26,lettuce_mambo,56.4,3.16
2026-02-26,chye_sim,48.1,3.66
2026-02-26,arugula,16.3,7.97
2026-02-26,pak_choi,67.6,3.48
2026-02-26,kale,18.3,8.97
2026-02-26,basil_thai,10.6,15.45
2026-02-26,coriander,12.4,11.86
2026-02-26,mint,7.2,16.76
2026-02-27,kai_lan,46.5,5.58
2026-02-27,baby_spinach,27.9,6.23
2026-02-27,lettuce_mambo,46.6,3.62
2026-02-27,chye_sim,36.9,4.79
2026-02-27,arugula,12.2,9.11
2026-02-27,pak_choi,62.7,4.07
2026-02-27,kale,17.4,11.65
2026-02-27,basil_thai,8.9,13.93
2026-02-27,coriander,10.7,14.56
2026-02-27,mint,9.1,13.6
2026-02-28,kai_lan,56.3,4.98
2026-02-28,baby_spinach,40.4,4.61
2026-02-28,lettuce_mambo,48.3,3.61
2026-02-28,chye_sim,9.9,4.53
2026-02-28,arugula,10.0,8.59
2026-02-28,pak_choi,67.3,3.38
2026-02-28,kale,16.5,9.61
2026-02-28,basil_thai,12.7,14.21
2026-02-28,coriander,12.4,13.16
2026-02-28,mint,8.8,11.55
2026-03-01,kai_lan,23.3,5.55
2026-03-01,baby_spinach,29.0,5.31
2026-03-01,lettuce_mambo,49.3,3.81
2026-03-01,chye_sim,31.8,3.32
2026-03-01,arugula,8.9,8.22
2026-03-01,pak_choi,53.1,3.7
2026-03-01,kale,14.3,9.82
2026-03-01,basil_thai,13.1,15.68
2026-03-01,coriander,14.5,11.89
2026-03-01,mint,7.0,13.91
2026-03-02,kai_lan,65.7,4.42
2026-03-02,baby_spinach,23.3,5.56
2026-03-02,lettuce_mambo,56.1,3.65
2026-03-02,chye_sim,39.9,4.26
2026-03-02,arugula,13.8,9.14
2026-03-02,pak_choi,66.1,3.17
2026-03-02,kale,15.3,9.43
2026-03-02,basil_thai,9.2,13.41
2026-03-02,coriander,12.9,11.48
2026-03-02,mint,6.9,13.62
2026-03-03,kai_lan,66.6,4.64
2026-03-03,baby_spinach,49.7,6.15
2026-03-03,lettuce_mambo,55.6,3.8
2026-03-03,chye_sim,39.5,4.22
2026-03-03,arugula,16.6,7.32
2026-03-03,pak_choi,67.6,3.57
2026-03-03,kale,14.0,10.19
2026-03-03,basil_thai,13.0,13.8
2026-03-03,coriander,14.6,10.1
2026-03-03,mint,6.3,15.26
2026-03-04,kai_lan,43.0,3.72
2026-03-04,baby_spinach,33.2,5.53
2026-03-04,lettuce_mambo,55.1,4.1
2026-03-04,chye_sim,28.0,3.55
2026-03-04,arugula,12.9,8.78
2026-03-04,pak_choi,70.4,3.27
2026-03-04,kale,21.7,8.79
2026-03-04,basil_thai,14.2,13.41
2026-03-04,coriander,18.0,11.28
2026-03-04,mint,11.6,14.71
2026-03-05,kai_lan,34.3,4.13
2026-03-05,baby_spinach,36.5,6.95
2026-03-05,lettuce_mambo,55.8,3.82
2026-03-05,chye_sim,42.4,4.07
2026-03-05,arugula,9.7,7.35
2026-03-05,pak_choi,62.8,3.93
2026-03-05,kale,23.2,10.2
2026-03-05,basil_thai,10.8,16.05
2026-03-05,coriander,12.6,11.83
2026-03-05,mint,6.9,12.5
2026-03-06,kai_lan,50.5,4.63
2026-03-06,baby_spinach,34.5,6.49
2026-03-06,lettuce_mambo,55.1,4.02
2026-03-06,chye_sim,34.4,4.21
2026-03-06,arugula,10.3,8.3
2026-03-06,pak_choi,62.8,3.27
2026-03-06,kale,17.8,8.94
2026-03-06,basil_thai,8.8,13.43
2026-03-06,coriander,16.9,13.17
2026-03-06,mint,8.7,16.37
2026-03-07,kai_lan,35.5,6.62
2026-03-07,baby_spinach,24.0,6.23
2026-03-07,lettuce_mambo,47.5,3.95
2026-03-07,chye_sim,32.0,3.94
2026-03-07,arugula,14.1,8.19
2026-03-07,pak_choi,54.7,3.18
2026-03-07,kale,19.1,9.38
2026-03-07,basil_thai,9.5,13.91
2026-03-07,coriander,20.7,11.71
2026-03-07,mint,5.9,13.16
2026-03-08,kai_lan,37.7,4.88
2026-03-08,baby_spinach,30.1,6.61
2026-03-08,lettuce_mambo,46.7,3.94
2026-03-08,chye_sim,18.6,3.69
2026-03-08,arugula,8.8,7.05
2026-03-08,pak_choi,60.0,3.74
2026-03-08,kale,20.9,9.54
2026-03-08,basil_thai,12.4,12.53
2026-03-08,coriander,16.3,12.19
2026-03-08,mint,9.3,14.46
2026-03-09,kai_lan,33.7,3.45
2026-03-09,baby_spinach,24.7,6.51
2026-03-09,lettuce_mambo,58.8,3.25
2026-03-09,chye_sim,27.7,3.64
2026-03-09,arugula,11.3,6.91
2026-03-09,pak_choi,51.5,3.21
2026-03-09,kale,18.3,8.44
2026-03-09,basil_thai,9.8,16.48
2026-03-09,coriander,10.8,11.77
2026-03-09,mint,9.6,13.5
2026-03-10,kai_lan,41.1,5.31
2026-03-10,baby_spinach,28.9,6.99
2026-03-10,lettuce_mambo,59.5,3.66
2026-03-10,chye_sim,40.8,4.16
2026-03-10,arugula,14.5,7.56
2026-03-10,pak_choi,62.6,3.48
2026-03-10,kale,20.8,8.58
2026-03-10,basil_thai,12.5,15.65
2026-03-10,coriander,11.3,13.33
2026-03-10,mint,11.9,15.2
2026-03-11,kai_lan,67.5,4.56
2026-03-11,baby_spinach,19.0,4.34
2026-03-11,lettuce_mambo,59.1,3.56
2026-03-11,chye_sim,29.7,3.97
2026-03-11,arugula,13.8,6.84
2026-03-11,pak_choi,60.2,4.03
2026-03-11,kale,15.7,10.28
2026-03-11,basil_thai,9.5,15.76
2026-03-11,coriander,17.4,12.82
2026-03-11,mint,9.8,12.62
2026-03-12,kai_lan,62.0,3.9
2026-03-12,baby_spinach,32.6,6.23
2026-03-12,lettuce_mambo,58.9,3.93
2026-03-12,chye_sim,29.3,3.33
2026-03-12,arugula,14.0,8.15
2026-03-12,pak_choi,68.2,3.48
2026-03-12,kale,14.2,10.37
2026-03-12,basil_thai,9.5,15.48
2026-03-12,coriander,12.7,13.81
2026-03-12,mint,6.8,13.6
2026-03-13,kai_lan,46.4,3.74
2026-03-13,baby_spinach,31.8,7.45
2026-03-13,lettuce_mambo,51.1,3.96
2026-03-13,chye_sim,12.5,3.98
2026-03-13,arugula,11.1,7.35
2026-03-13,pak_choi,65.2,3.39
2026-03-13,kale,17.1,9.16
2026-03-13,basil_thai,6.0,13.42
2026-03-13,coriander,16.1,9.68
2026-03-13,mint,6.6,13.52
2026-03-14,kai_lan,60.7,5.04
2026-03-14,baby_spinach,21.5,7.17
2026-03-14,lettuce_mambo,45.6,4.2
2026-03-14,chye_sim,14.3,4.54
2026-03-14,arugula,9.7,7.18
2026-03-14,pak_choi,51.8,3.6
2026-03-14,kale,16.3,10.0
2026-03-14,basil_thai,9.5,15.87
2026-03-14,coriander,15.1,11.93
2026-03-14,mint,7.5,14.18
2026-03-15,kai_lan,45.0,5.94
2026-03-15,baby_spinach,33.0,6.88
2026-03-15,lettuce_mambo,67.2,4.01
2026-03-15,chye_sim,29.3,4.35
2026-03-15,arugula,8.6,7.64
2026-03-15,pak_choi,50.6,3.73
2026-03-15,kale,17.5,9.62
2026-03-15,basil_thai,13.0,16.21
2026-03-15,coriander,13.7,11.26
2026-03-15,mint,10.1,14.93
2026-03-16,kai_lan,24.3,4.28
2026-03-16,baby_spinach,31.2,6.7
2026-03-16,lettuce_mambo,60.0,3.91
2026-03-16,chye_sim,39.9,4.03
2026-03-16,arugula,10.7,7.79
2026-03-16,pak_choi,60.1,3.49
2026-03-16,kale,12.3,9.14
2026-03-16,basil_thai,10.1,14.61
2026-03-16,coriander,13.4,12.54
2026-03-16,mint,6.3,12.05
2026-03-17,kai_lan,43.1,5.03
2026-03-17,baby_spinach,43.8,6.7
2026-03-17,lettuce_mambo,49.1,3.71
2026-03-17,chye_sim,38.7,4.09
2026-03-17,arugula,13.5,7.27
2026-03-17,pak_choi,62.8,3.65
2026-03-17,kale,21.2,8.77
2026-03-17,basil_thai,9.7,11.21
2026-03-17,coriander,13.0,11.42
2026-03-17,mint,6.7,14.2
2026-03-18,kai_lan,46.9,3.15
2026-03-18,baby_spinach,33.1,5.16
2026-03-18,lettuce_mambo,60.4,3.29
2026-03-18,chye_sim,37.1,3.86
2026-03-18,arugula,13.2,8.1
2026-03-18,pak_choi,61.4,2.96
2026-03-18,kale,14.4,8.97
2026-03-18,basil_thai,10.5,14.15
2026-03-18,coriander,16.2,11.69
2026-03-18,mint,6.8,13.67
2026-03-19,kai_lan,49.5,4.73
2026-03-19,baby_spinach,44.7,5.4
2026-03-19,lettuce_mambo,55.8,3.97
2026-03-19,chye_sim,35.7,3.75
2026-03-19,arugula,9.2,7.59
2026-03-19,pak_choi,54.9,2.9
2026-03-19,kale,16.0,8.56
2026-03-19,basil_thai,11.4,15.84
2026-03-19,coriander,12.0,11.71
2026-03-19,mint,5.2,13.41
2026-03-20,kai_lan,49.8,5.08
2026-03-20,baby_spinach,24.0,6.95
2026-03-20,lettuce_mambo,45.5,3.3
2026-03-20,chye_sim,40.0,4.84
2026-03-20,arugula,12.7,7.97
2026-03-20,pak_choi,45.5,2.79
2026-03-20,kale,18.0,9.18
2026-03-20,basil_thai,7.6,15.09
2026-03-20,coriander,14.0,13.04
2026-03-20,mint,8.0,15.47
2026-03-21,kai_lan,36.8,4.42
2026-03-21,baby_spinach,33.7,5.12
2026-03-21,lettuce_mambo,65.2,3.95
2026-03-21,chye_sim,28.1,4.26
2026-03-21,arugula,14.3,8.63
2026-03-21,pak_choi,43.5,3.99
2026-03-21,kale,16.8,9.6
2026-03-21,basil_thai,8.1,15.74
2026-03-21,coriander,12.4,12.11
2026-03-21,mint,7.8,16.31
2026-03-22,kai_lan,63.9,4.53
2026-03-22,baby_spinach,26.4,5.66
2026-03-22,lettuce_mambo,56.3,3.67
2026-03-22,chye_sim,21.9,4.49
2026-03-22,arugula,9.5,7.97
2026-03-22,pak_choi,44.1,3.75
2026-03-22,kale,23.8,10.15
2026-03-22,basil_thai,13.7,13.82
2026-03-22,coriander,14.7,10.96
2026-03-22,mint,7.9,14.93
2026-03-23,kai_lan,46.8,3.51
2026-03-23,baby_spinach,20.1,4.76
2026-03-23,lettuce_mambo,57.7,4.63
2026-03-23,chye_sim,46.0,3.05
2026-03-23,arugula,14.8,8.75
2026-03-23,pak_choi,50.7,3.39
2026-03-23,kale,21.3,10.0
2026-03-23,basil_thai,7.4,15.86
2026-03-23,coriander,8.7,11.75
2026-03-23,mint,9.8,14.02
2026-03-24,kai_lan,40.5,5.12
2026-03-24,baby_spinach,38.5,7.18
2026-03-24,lettuce_mambo,62.0,4.23
2026-03-24,chye_sim,42.4,4.13
2026-03-24,arugula,12.6,7.81
2026-03-24,pak_choi,55.1,3.17
2026-03-24,kale,17.9,9.72
2026-03-24,basil_thai,13.3,14.94
2026-03-24,coriander,17.1,13.19
2026-03-24,mint,7.9,14.71
2026-03-25,kai_lan,44.1,5.43
2026-03-25,baby_spinach,36.2,4.93
2026-03-25,lettuce_mambo,58.6,4.46
2026-03-25,chye_sim,35.3,4.22
2026-03-25,arugula,13.7,7.17
2026-03-25,pak_choi,66.0,3.01
2026-03-25,kale,17.0,10.47
2026-03-25,basil_thai,11.2,14.57
2026-03-25,coriander,15.8,11.93
2026-03-25,mint,8.4,14.79
2026-03-26,kai_lan,36.3,4.53
2026-03-26,baby_spinach,28.3,4.57
2026-03-26,lettuce_mambo,51.1,4.43
2026-03-26,chye_sim,38.9,3.34
2026-03-26,arugula,9.2,7.91
2026-03-26,pak_choi,70.7,3.43
2026-03-26,kale,22.3,9.82
2026-03-26,basil_thai,11.2,13.13
2026-03-26,coriander,16.6,11.63
2026-03-26,mint,9.6,13.02
2026-03-27,kai_lan,46.6,4.75
2026-03-27,baby_spinach,28.2,6.36
2026-03-27,lettuce_mambo,52.3,3.54
2026-03-27,chye_sim,47.1,4.52
2026-03-27,arugula,10.2,8.45
2026-03-27,pak_choi,54.2,3.09
2026-03-27,kale,20.7,7.97
2026-03-27,basil_thai,11.6,14.65
2026-03-27,coriander,13.2,12.45
2026-03-27,mint,8.8,13.01
2026-03-28,kai_lan,46.2,4.58
2026-03-28,baby_spinach,16.3,5.85
2026-03-28,lettuce_mambo,57.3,4.47
2026-03-28,chye_sim,30.7,3.4
2026-03-28,arugula,11.5,8.68
2026-03-28,pak_choi,57.4,3.77
2026-03-28,kale,18.9,9.43
2026-03-28,basil_thai,9.4,12.34
2026-03-28,coriander,14.8,12.2
2026-03-28,mint,9.1,12.39
2026-03-29,kai_lan,45.6,5.94
2026-03-29,baby_spinach,26.5,5.94
2026-03-29,lettuce_mambo,51.9,4.61
2026-03-29,chye_sim,17.1,4.1
2026-03-29,arugula,9.0,7.56
2026-03-29,pak_choi,53.3,3.97
2026-03-29,kale,23.4,9.9
2026-03-29,basil_thai,10.0,18.49
2026-03-29,coriander,13.1,11.37
2026-03-29,mint,5.5,15.68
2026-03-30,kai_lan,58.2,6.19
2026-03-30,baby_spinach,19.6,7.31
2026-03-30,lettuce_mambo,55.4,4.12
2026-03-30,chye_sim,21.9,4.73
2026-03-30,arugula,13.6,7.97
2026-03-30,pak_choi,63.9,3.23
2026-03-30,kale,16.3,9.08
2026-03-30,basil_thai,6.3,16.21
2026-03-30,coriander,17.0,11.23
2026-03-30,mint,8.6,13.68
2026-03-31,kai_lan,51.4,4.06
2026-03-31,baby_spinach,24.5,6.95
2026-03-31,lettuce_mambo,56.8,4.61
2026-03-31,chye_sim,36.8,3.54
2026-03-31,arugula,14.9,8.5
2026-03-31,pak_choi,66.7,3.92
2026-03-31,kale,16.7,9.39
2026-03-31,basil_thai,10.0,13.19
2026-03-31,coriander,13.9,13.47
2026-03-31,mint,8.7,12.38
2026-04-01,kai_lan,26.3,5.67
2026-04-01,baby_spinach,30.8,5.42
2026-04-01,lettuce_mambo,56.2,3.21
2026-04-01,chye_sim,48.1,3.8
2026-04-01,arugula,15.3,8.04
2026-04-01,pak_choi,71.5,3.59
2026-04-01,kale,21.4,10.15
2026-04-01,basil_thai,11.7,15.49
2026-04-01,coriander,14.1,14.11
2026-04-01,mint,6.9,14.01
2026-04-02,kai_lan,46.2,4.78
2026-04-02,baby_spinach,27.4,6.28
2026-04-02,lettuce_mambo,55.3,3.17
2026-04-02,chye_sim,35.9,3.45
2026-04-02,arugula,8.8,8.11
2026-04-02,pak_choi,64.2,3.68
2026-04-02,kale,20.1,7.76
2026-04-02,basil_thai,7.5,17.76
2026-04-02,coriander,11.7,12.67
2026-04-02,mint,7.1,14.1
2026-04-03,kai_lan,35.5,4.89
2026-04-03,baby_spinach,30.4,5.6
2026-04-03,lettuce_mambo,48.0,3.91
2026-04-03,chye_sim,24.6,4.21
2026-04-03,arugula,17.0,9.08
2026-04-03,pak_choi,63.0,3.47
2026-04-03,kale,11.8,8.31
2026-04-03,basil_thai,12.3,13.89
2026-04-03,coriander,11.9,11.82
2026-04-03,mint,6.1,12.53
2026-04-04,kai_lan,35.8,3.88
2026-04-04,baby_spinach,20.1,5.3
2026-04-04,lettuce_mambo,52.6,3.71
2026-04-04,chye_sim,23.6,4.3
2026-04-04,arugula,10.2,7.78
2026-04-04,pak_choi,55.9,3.73
2026-04-04,kale,17.4,9.57
2026-04-04,basil_thai,9.1,13.8
2026-04-04,coriander,15.9,12.49
2026-04-04,mint,8.9,14.34
2026-04-05,kai_lan,37.4,4.99
2026-04-05,baby_spinach,33.0,6.82
2026-04-05,lettuce_mambo,49.7,4.35
2026-04-05,chye_sim,27.1,4.32
2026-04-05,arugula,11.2,8.2
2026-04-05,pak_choi,49.2,3.75
2026-04-05,kale,26.5,9.16
2026-04-05,basil_thai,10.9,14.38
2026-04-05,coriander,12.9,13.7
2026-04-05,mint,7.2,13.43
2026-04-06,kai_lan,23.6,3.97
2026-04-06,baby_spinach,17.2,6.57
2026-04-06,lettuce_mambo,70.4,3.65
2026-04-06,chye_sim,21.7,4.45
2026-04-06,arugula,10.5,9.04
2026-04-06,pak_choi,58.3,3.28
2026-04-06,kale,17.5,10.18
2026-04-06,basil_thai,9.5,14.3
2026-04-06,coriander,13.5,10.6
2026-04-06,mint,8.6,11.86
2026-04-07,kai_lan,40.8,5.03
2026-04-07,baby_spinach,33.4,6.53
2026-04-07,lettuce_mambo,56.8,4.27
2026-04-07,chye_sim,43.8,4.22
2026-04-07,arugula,14.3,8.6
2026-04-07,pak_choi,59.7,3.03
2026-04-07,kale,20.0,9.99
2026-04-07,basil_thai,12.6,13.69
2026-04-07,coriander,12.3,12.51
2026-04-07,mint,8.2,11.74
2026-04-08,kai_lan,52.3,3.2
2026-04-08,baby_spinach,24.4,7.22
2026-04-08,lettuce_mambo,67.7,3.31
2026-04-08,chye_sim,34.1,4.02
2026-04-08,arugula,16.1,7.61
2026-04-08,pak_choi,60.1,4.04
2026-04-08,kale,17.8,10.15
2026-04-08,basil_thai,7.5,14.76
2026-04-08,coriander,10.5,10.84
2026-04-08,mint,9.7,13.94
2026-04-09,kai_lan,41.7,3.98
2026-04-09,baby_spinach,29.0,6.27
2026-04-09,lettuce_mambo,61.6,2.75
2026-04-09,chye_sim,29.1,4.08
2026-04-09,arugula,12.1,8.32
2026-04-09,pak_choi,62.9,3.39
2026-04-09,kale,16.8,9.28
2026-04-09,basil_thai,12.5,13.98
2026-04-09,coriander,14.1,12.2
2026-04-09,mint,10.7,13.64
2026-04-10,kai_lan,57.0,5.36
2026-04-10,baby_spinach,28.9,5.81
2026-04-10,lettuce_mambo,52.0,3.7
2026-04-10,chye_sim,41.1,4.12
2026-04-10,arugula,12.2,7.1
2026-04-10,pak_choi,52.9,4.25
2026-04-10,kale,17.1,8.8
2026-04-10,basil_thai,12.6,15.39
2026-04-10,coriander,15.1,11.85
2026-04-10,mint,7.3,13.8
2026-04-11,kai_lan,17.7,4.44
2026-04-11,baby_spinach,27.9,7.67
2026-04-11,lettuce_mambo,50.2,2.87
2026-04-11,chye_sim,24.2,5.37
2026-04-11,arugula,12.2,7.35
2026-04-11,pak_choi,56.6,3.24
2026-04-11,kale,13.7,9.19
2026-04-11,basil_thai,10.8,12.38
2026-04-11,coriander,11.1,12.01
2026-04-11,mint,7.6,14.47
2026-04-12,kai_lan,20.4,5.0
2026-04-12,baby_spinach,17.1,7.48
2026-04-12,lettuce_mambo,40.8,3.36
2026-04-12,chye_sim,28.6,4.83
2026-04-12,arugula,11.2,8.45
2026-04-12,pak_choi,53.7,3.14
2026-04-12,kale,16.5,8.41
2026-04-12,basil_thai,8.2,15.56
2026-04-12,coriander,11.3,12.35
2026-04-12,mint,6.2,14.36
2026-04-13,kai_lan,38.4,5.48
2026-04-13,baby_spinach,32.4,7.11
2026-04-13,lettuce_mambo,50.8,3.82
2026-04-13,chye_sim,27.2,3.79
2026-04-13,arugula,11.5,7.42
2026-04-13,pak_choi,52.7,3.01
2026-04-13,kale,11.0,8.55
2026-04-13,basil_thai,11.3,12.76
2026-04-13,coriander,10.6,13.97
2026-04-13,mint,7.0,14.39
2026-04-14,kai_lan,55.4,4.96
2026-04-14,baby_spinach,19.8,5.79
2026-04-14,lettuce_mambo,48.2,4.78
2026-04-14,chye_sim,23.6,3.48
2026-04-14,arugula,10.4,6.8
2026-04-14,pak_choi,70.5,4.35
2026-04-14,kale,17.3,8.31
2026-04-14,basil_thai,5.9,14.66
2026-04-14,coriander,13.8,11.28
2026-04-14,mint,8.7,14.47
2026-04-15,kai_lan,51.6,4.28
2026-04-15,baby_spinach,23.2,6.6
2026-04-15,lettuce_mambo,57.7,4.16
2026-04-15,chye_sim,43.0,3.29
2026-04-15,arugula,9.7,7.4
2026-04-15,pak_choi,56.6,3.76
2026-04-15,kale,19.9,10.49
2026-04-15,basil_thai,11.3,15.29
2026-04-15,coriander,17.7,12.52
2026-04-15,mint,8.5,15.78
2026-04-16,kai_lan,47.5,4.29
2026-04-16,baby_spinach,24.4,6.63
2026-04-16,lettuce_mambo,63.0,3.78
2026-04-16,chye_sim,46.2,3.01
2026-04-16,arugula,12.1,7.97
2026-04-16,pak_choi,56.9,4.33
2026-04-16,kale,18.2,9.13
2026-04-16,basil_thai,10.3,12.2
2026-04-16,coriander,12.4,13.08
2026-04-16,mint,7.2,13.01
2026-04-17,kai_lan,61.7,5.44
2026-04-17,baby_spinach,33.2,5.59
2026-04-17,lettuce_mambo,52.5,3.48
2026-04-17,chye_sim,26.3,3.48
2026-04-17,arugula,10.5,7.17
2026-04-17,pak_choi,49.3,3.58
2026-04-17,kale,18.3,11.03
2026-04-17,basil_thai,8.4,15.41
2026-04-17,coriander,14.5,11.72
2026-04-17,mint,9.0,14.93
2026-04-18,kai_lan,40.8,4.32
2026-04-18,baby_spinach,23.0,4.77
2026-04-18,lettuce_mambo,45.3,3.55
2026-04-18,chye_sim,16.0,4.22
2026-04-18,arugula,12.9,7.27
2026-04-18,pak_choi,54.8,3.14
2026-04-18,kale,16.9,8.88
2026-04-18,basil_thai,11.9,14.05
2026-04-18,coriander,16.5,11.73
2026-04-18,mint,7.2,12.5
2026-04-19,kai_lan,40.2,5.13
2026-04-19,baby_spinach,28.0,8.01
2026-04-19,lettuce_mambo,58.1,3.68
2026-04-19,chye_sim,22.7,4.23
2026-04-19,arugula,8.9,8.93
2026-04-19,pak_choi,55.8,3.59
2026-04-19,kale,20.0,11.05
2026-04-19,basil_thai,11.1,14.84
2026-04-19,coriander,17.9,13.06
2026-04-19,mint,7.8,14.01
2026-04-20,kai_lan,47.6,4.75
2026-04-20,baby_spinach,19.8,4.61
2026-04-20,lettuce_mambo,50.1,3.41
2026-04-20,chye_sim,29.9,4.32
2026-04-20,arugula,11.7,8.16
2026-04-20,pak_choi,52.7,3.34
2026-04-20,kale,19.8,10.04
2026-04-20,basil_thai,8.6,15.23
2026-04-20,coriander,19.5,11.98
2026-04-20,mint,6.9,13.79
2026-04-21,kai_lan,48.0,4.39
2026-04-21,baby_spinach,30.9,4.7
2026-04-21,lettuce_mambo,51.9,3.74
2026-04-21,chye_sim,35.0,3.72
2026-04-21,arugula,12.1,8.05
2026-04-21,pak_choi,67.7,3.47
2026-04-21,kale,19.9,9.01
2026-04-21,basil_thai,11.5,15.53
2026-04-21,coriander,16.7,12.78
2026-04-21,mint,9.3,13.88
2026-04-22,kai_lan,50.5,5.24
2026-04-22,baby_spinach,26.6,5.43
2026-04-22,lettuce_mambo,58.7,3.97
2026-04-22,chye_sim,30.1,3.96
2026-04-22,arugula,12.4,6.23
2026-04-22,pak_choi,61.6,3.44
2026-04-22,kale,18.4,10.77
2026-04-22,basil_thai,8.1,13.85
2026-04-22,coriander,8.2,11.47
2026-04-22,mint,7.8,13.39
2026-04-23,kai_lan,60.9,5.1
2026-04-23,baby_spinach,31.2,5.67
2026-04-23,lettuce_mambo,61.8,3.79
2026-04-23,chye_sim,29.2,3.14
2026-04-23,arugula,11.4,8.6
2026-04-23,pak_choi,75.0,3.52
2026-04-23,kale,16.1,8.43
2026-04-23,basil_thai,11.3,12.53
2026-04-23,coriander,15.7,12.9
2026-04-23,mint,8.9,13.74
2026-04-24,kai_lan,51.7,4.62
2026-04-24,baby_spinach,23.5,7.67
